index,cell_type,category,target_cell_type,general_cell_type,parental_cell_type,donor_tissue,CellType,Treatment,progenitor cell type,Comment,SRR_accession,QC_summary,SRX_accession,SRS_accession,SRP_accession,GSE_accession,Sample_name,Library_name,SampleName,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
367,IPS,standard,NA,IPS,PBMC,PBMC,IPS,treated,PBMC,"timepoint:2 h post electroporation; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421706,PASS,SRX4292544,SRS3455679,SRP151274,iPSC18-NoB2h,,RS_4,iPSC18-NoB2h,2018-06-29 14:33:13,2018-06-25 13:34:31,28331837,8499551100,28331837,300,3393,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421706,RS_4,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455679,SAMN09475323,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,E16F93A647753945031D1A828DAC189E,67A7DB0CAF785BE524E6C0A83EAF7FFC
368,IPS,standard,NA,IPS,PBMC,PBMC,IPS,treated,PBMC,"timepoint:2 h post electroporation; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421707,PASS,SRX4292543,SRS3455678,SRP151274,iPSC20-NoB2h,,RS_6,iPSC20-NoB2h,2018-06-29 14:33:13,2018-06-25 13:29:20,24512313,7353693900,24512313,300,3020,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421707,RS_6,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455678,SAMN09475325,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,94EB2F0581BE31281A97927C9EFF398B,F33868ACBC00BE28ADC76C1310CE00DC
369,IPS,standard,NA,IPS,PBMC,PBMC,IPS,treated,PBMC,"BCL-XL Overexpresion; timepoint:8h; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421708,PASS,SRX4292542,SRS3455677,SRP151274,iPSC19-BCL8h,,RS_20,iPSC19-BCL8h,2018-06-29 14:33:13,2018-06-25 13:37:01,27691052,8307315600,27691052,300,3423,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421708,RS_20,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455677,SAMN09475339,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,CC06DF76B417DDE8EDCBE5B7186529A2,1F50306D4F01E2925FF9338323446C1C
370,IPS,standard,NA,IPS,PBMC,PBMC,IPS,treated,PBMC,"timepoint:4 h post electroporation; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421709,PASS,SRX4292541,SRS3455676,SRP151274,iPSC18-NoB4h,,RS_10,iPSC18-NoB4h,2018-06-29 14:33:13,2018-06-25 13:42:35,27523975,8257192500,27523975,300,3313,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421709,RS_10,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455676,SAMN09475329,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,F5EFF1C46D767A19EBE57660910421D5,345D4BD0D42CB59270C5DF0EC0997939
371,IPS,standard,NA,IPS,PBMC,PBMC,IPS,treated,PBMC,"BCL-XL Overexpresion; timepoint:2h; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421710,PASS,SRX4292539,SRS3455673,SRP151274,iPSC18-BCL2h,,RS_7,iPSC18-BCL2h,2018-06-29 14:33:13,2018-06-25 13:33:15,27840230,8352069000,27840230,300,3324,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421710,RS_7,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455673,SAMN09475326,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,3DE389F04E793146D0D5E373D18BA198,33616888C36C476655B924156E6730E0
372,IPS,standard,NA,IPS,PBMC,PBMC,IPS,treated,PBMC,"timepoint:8 h post electroporation; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421711,PASS,SRX4292538,SRS3455674,SRP151274,iPSC18-NoB8h,,RS_16,iPSC18-NoB8h,2018-06-29 14:33:13,2018-06-25 13:37:13,27443665,8233099500,27443665,300,3373,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421711,RS_16,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455674,SAMN09475335,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,84E0214D7CCB5E4A7D654EFF820B732E,3977F7E45618FA32299A179AF283F990
373,IPS,standard,NA,IPS,PBMC,PBMC,IPS,treated,PBMC,"BCL-XL Overexpresion; timepoint:8h; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421712,PASS,SRX4292537,SRS3455672,SRP151274,iPSC20-BCL8h,,RS_21,iPSC20-BCL8h,2018-06-29 14:33:13,2018-06-25 13:37:49,28546569,8563970700,28546569,300,3516,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421712,RS_21,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455672,SAMN09475340,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,FACB6AFF34820EF35C09A55F29E792F5,1B7B5A5F72F4423DFCFBE1124E807FC2
374,IPS,standard,NA,IPS,PBMC,PBMC,IPS,treated,PBMC,"timepoint:4 h post electroporation; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421713,PASS,SRX4292540,SRS3455675,SRP151274,iPSC19-NoB4h,,RS_11,iPSC19-NoB4h,2018-06-29 14:33:13,2018-06-25 13:46:44,25085801,7525740300,25085801,300,2985,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421713,RS_11,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455675,SAMN09475330,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,4DE2DB0697CB082621DC1D0D62D1AAA0,8298472433492384F1304F51BFD0B200
375,IPS,standard,NA,IPS,PBMC,PBMC,IPS,treated,PBMC,"BCL-XL Overexpresion; timepoint:2h; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421714,PASS,SRX4292536,SRS3455671,SRP151274,iPSC19-BCL2h,,RS_8,iPSC19-BCL2h,2018-06-29 14:33:13,2018-06-25 13:40:21,27588115,8276434500,27588115,300,3316,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421714,RS_8,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455671,SAMN09475327,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,A7CB473386FF5C1B316EB0A1750971B3,994A7F7DD661936CA33C22D134F60A0F
376,IPS,standard,NA,IPS,PBMC,PBMC,IPS,untreated,PBMC,"no electroporation control; timepoint:2 h post no electroporation; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421715,PASS,SRX4292535,SRS3455670,SRP151274,iPSC18-Con2h,,RS_1,iPSC18-Con2h,2018-06-29 14:33:13,2018-06-25 13:34:21,29435096,8830528800,29435096,300,3546,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421715,RS_1,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455670,SAMN09475321,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,3C6F180454ACA58A40C6E132B7BECF0A,417623CB37F111154255D4909F8922C5
377,IPS,standard,NA,IPS,PBMC,PBMC,IPS,untreated,PBMC,"no electroporation control; timepoint:2 h post no electroporation; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421716,PASS,SRX4292534,SRS3455669,SRP151274,iPSC19-Con2h,,RS_2,iPSC19-Con2h,2018-06-29 14:33:13,2018-06-25 13:31:16,25460150,7638045000,25460150,300,2984,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421716,RS_2,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455669,SAMN09475322,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,B3BAF4418FAEA8C9925699A1F649925A,6D994482C8FFD6FA8666D17C6737865F
378,IPS,standard,NA,IPS,PBMC,PBMC,IPS,treated,PBMC,"timepoint:8 h post electroporation; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421717,PASS,SRX4292533,SRS3455668,SRP151274,iPSC19-NoB8h,,RS_17,iPSC19-NoB8h,2018-06-29 14:33:13,2018-06-25 13:38:32,31244871,9373461300,31244871,300,3716,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421717,RS_17,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455668,SAMN09475336,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,8BC6DBD8D66AB894F0D6C0BB2EF0BD7A,37F33B7043E271F300931ACA8AAFB1AA
379,IPS,standard,NA,IPS,PBMC,PBMC,IPS,treated,PBMC,"BCL-XL Overexpresion; timepoint:4h; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421718,PASS,SRX4292531,SRS3455666,SRP151274,iPSC19-BCL4h,,RS_14,iPSC19-BCL4h,2018-06-29 14:33:13,2018-06-25 13:37:52,27543323,8262996900,27543323,300,3394,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421718,RS_14,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455666,SAMN09475333,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,34C409F1FD43D655FD903993D92AE0B4,91E606958DFB117C6ADEBD446BE2256F
380,IPS,standard,NA,IPS,PBMC,PBMC,IPS,treated,PBMC,"BCL-XL Overexpresion; timepoint:4h; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421719,PASS,SRX4292530,SRS3455665,SRP151274,iPSC20-BCL4h,,RS_15,iPSC20-BCL4h,2018-06-29 14:33:13,2018-06-25 13:33:48,22668738,6800621400,22668738,300,2780,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421719,RS_15,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455665,SAMN09475334,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,EC8296B9C27B99FA88E30C033CDFC691,518072A8327E816FD091E117973F2A6B
381,IPS,standard,NA,IPS,PBMC,PBMC,IPS,untreated,PBMC,"timepoint:4 h post electroporation; PMID: 30239926; Our study reports that transient delivery of BCL-XL increases survival of human induced pluripotent stem cells (iPSCs) by ~10-fold after plasmid transfection, leading to a 20- to 100-fold increase in HDR (homology directed repair) mediated knockin efficiency and a 5-fold increase in knockout efficiency. We examined the transcriptomes of survived iPSCs at 2 hour, 4 hour and 8 hour after electroporation with or without BCL-XL overexpression by RNA-seq.",SRR7421721,PASS,SRX4292528,SRS3455663,SRP151274,iPSC20-NoB4h,,RS_12,iPSC20-NoB4h,2018-06-29 14:33:13,2018-06-25 14:15:22,27730655,8319196500,27730655,300,3434,,https://sra-download.ncbi.nlm.nih.gov/traces/sra65/SRR/007247/SRR7421721,RS_12,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP151274,PRJNA477602,NA,477602,SRS3455663,SAMN09475331,simple,9606,Homo sapiens,,,,,not determined,,no,,,,,"STATE KEY LABORATORY OF EXPERIMENTAL HEMATOLOGY, CHINESE ACADEMY OF MEDICAL SCIENCES",SRA728043,,public,ECD2515156311320DFE35CCB60FDEDCF,EF012D5BCC02E935B4CBEAC795F6C127
382,IPS,standard,NA,IPS,HUVEC,HUVEC,IPS,untreated,HUVECs,PMID: 27076077,SRR1596232,PASS,SRX719462,SRS715620,SRP048605,human_iPS_d0,,human_iPS_d0,human_iPS_d0,2016-05-03 15:02:38,2014-10-02 23:45:36,115227155,11522715500,0,100,7776,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1596232/SRR1596232.1,human_iPS_d0,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP048605,PRJNA262827,2,262827,SRS715620,SAMN03092848,simple,9606,Homo sapiens,,,,,not applicable,,no,,,,,SALK INSTITUTE,SRA188530,,public,17F9CA73F6147FC98FE2F9ACB1EB6556,3833C66F27C9A604F95B191B85728E6F
383,derived pancreatic b-like cells,test,pancreatic beta cell,derived pancreatic b-like cell,IPS,,derived pancreatic b-like cells,treated,iPS,"day 26 human iPS cells derived by 4F infection from HUVECs after beta-cell induction plus EGFP; PMID: 2707607; Based on our proposed regulatory role for ERR? in enhancing oxidative metabolism during ? cell maturation, and the enrichment of ERR? expression in adult compared to fetal human ? cells (GSE56130), we asked whether overexpression of ERR? could drive a metabolic maturation and thereby GSIS capability in human iPSC-derived ?-like cells. To address this question, we initially optimized the differentiation protocol for producing insulin-positive ?-like cells from human iPSCs, utilizing a human insulin promoter driven-GFP reporter for screening and isolation (Blum et al., 2012; DÕAmour et al., 2006; Kroon et al., 2008; Kunisada et al., 2012; Schulz et al., 2012; Sneddon et al., 2012; Xie et al., 2013). In our optimized protocol, insulin-positive cells are generated from iPSCs, derived from a human endothelial cell line HUVEC, 18Ð21 days after initiation of differentiation; see Figure 4A",SRR1596233,PASS,SRX719470,SRS715628,SRP048605,hiPSCs_d26_EGFP,,hiPSCs_d26_EGFP,hiPSCs_d26_EGFP,2016-05-03 15:02:38,2014-10-03 16:05:38,109589780,10958978000,0,100,7191,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1596233/SRR1596233.1,hiPSCs_d26_EGFP,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP048605,PRJNA262827,2,262827,SRS715628,SAMN03092849,simple,9606,Homo sapiens,,,,,not applicable,,no,,,,,SALK INSTITUTE,SRA188530,,public,5C006D2F03D0153982ABA0902607455F,692153405F3C6A65A6F177D9A2F460C4
384,derived pancreatic b-like cells,test,pancreatic beta cell,derived pancreatic b-like cell,IPS,,derived pancreatic b-like cells,treated,iPS,"day 26 human iPS cells derived by 4F infection from HUVECs after beta-cell induction plus ERRg; PMID: 27076077; Based on our proposed regulatory role for ERR? in enhancing oxidative metabolism during ? cell maturation, and the enrichment of ERR? expression in adult compared to fetal human ? cells (GSE56130), we asked whether overexpression of ERR? could drive a metabolic maturation and thereby GSIS capability in human iPSC-derived ?-like cells. To address this question, we initially optimized the differentiation protocol for producing insulin-positive ?-like cells from human iPSCs, utilizing a human insulin promoter driven-GFP reporter for screening and isolation (Blum et al., 2012; DÕAmour et al., 2006; Kroon et al., 2008; Kunisada et al., 2012; Schulz et al., 2012; Sneddon et al., 2012; Xie et al., 2013). In our optimized protocol, insulin-positive cells are generated from iPSCs, derived from a human endothelial cell line HUVEC, 18Ð21 days after initiation of differentiation; see Figure 4A",SRR1596234,PASS,SRX719471,SRS715629,SRP048605,hiPSCs_d26_ERRg,,hiPSCs_d26_ERRg,hiPSCs_d26_ERRg,2016-05-03 15:02:38,2014-10-03 14:50:46,103224558,10322455800,0,100,6739,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR1596234/SRR1596234.1,hiPSCs_d26_ERRg,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,SRP048605,PRJNA262827,2,262827,SRS715629,SAMN03092850,simple,9606,Homo sapiens,,,,,not applicable,,no,,,,,SALK INSTITUTE,SRA188530,,public,5D1972691A2AB9DBFB8715E78F09FC97,718C91AC1CE4184735E3489FEF1FA4FF
385,ESC,standard,NA,ESC,NA,,ESC,untreated,NA,H9,SRR2153289,"WARN(1,5,7)",SRX1140342,SRS1025815,SRP062203,hESC_T1,,T1,hESC_T1,2016-08-10 00:00:00,2015-08-10 09:16:06,5053053,252652650,0,50,188,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2153289/SRR2153289.1,T1,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062203,PRJNA292368,NA,292368,SRS1025815,SAMN03975649,simple,9606,Homo sapiens,,,,,not applicable,,no,,,,,UCLA,SRA288378,,public,5736330225EC7FBAD65EA768C9741C92,01ED66A64DFDE320C18F23ED00A91492
386,ESC,standard,NA,ESC,NA,,ESC,untreated,NA,H9,SRR2153338,"WARN(1,5,7)",SRX1140342,SRS1025815,SRP062203,hESC_T1,,T1,hESC_T1,2016-08-10 00:00:00,2016-11-16 06:38:29,3819164,190958200,0,50,103,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-9/SRR2153338/SRR2153338.2,T1,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062203,PRJNA292368,NA,292368,SRS1025815,SAMN03975649,simple,9606,Homo sapiens,,,,,not applicable,,no,,,,,UCLA,SRA288378,,public,0BBD55973E6CD47B0E75BFC516AE7682,7AE17A5CAB58520C6C0230343E213E86
387,derived endoderm,test,endoderm,derived endoderm,ESC,,derived endoderm,untreated,ESC,derived from H9,SRR2153341,"WARN(1,5,7)",SRX1140343,SRS1025816,SRP062203,hESC_T2,,,hESC_T2,2016-08-10 00:00:00,2015-08-10 10:10:30,6204997,310249850,0,50,230,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2153341/SRR2153341.1,,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062203,PRJNA292368,NA,292368,SRS1025816,SAMN03975650,simple,9606,Homo sapiens,,,,,not applicable,,no,,,,,UCLA,SRA288378,,public,A83AF2801592031FFE36E733C3D2BCBD,B45A01B21E69113A1E89BCDFB22C2C44
388,derived endoderm,test,endoderm,derived endoderm,ESC,,derived endoderm,untreated,ESC,derived from H9,SRR2153409,"WARN(1,5,7)",SRX1140343,SRS1025816,SRP062203,hESC_T2,,,hESC_T2,2016-08-10 00:00:00,2016-11-18 16:29:31,4732150,236607500,0,50,127,GCA_000001405.13,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-1/SRR2153409/SRR2153409.2,,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062203,PRJNA292368,NA,292368,SRS1025816,SAMN03975650,simple,9606,Homo sapiens,,,,,not applicable,,no,,,,,UCLA,SRA288378,,public,C4BF15A2A0F12955758AE6E773C190B1,C57DFE2C5F7411682152EE76DBCC5B5E
389,derived foregut endoderm,test,foregut endoderm,derived foregut endoderm,ESC,,derived foregut endoderm,untreated,ESC,derived from H9,SRR2153411,"WARN(1,5,7)",SRX1140344,SRS1025818,SRP062203,hESC_T3,,,hESC_T3,2016-08-10 00:00:00,2015-08-10 10:11:29,5222830,261141500,0,50,194,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-run-5/SRR2153411/SRR2153411.1,,RNA-Seq,PolyA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2000,SRP062203,PRJNA292368,NA,292368,SRS1025818,SAMN03975651,simple,9606,Homo sapiens,,,,,not applicable,,no,,,,,UCLA,SRA288378,,public,81A50E6D4397A5199EC313006153F23A,864330A4B59D63233917F01ABF715EC9
